,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,refseq,symbol,product
694,BLLJ_RS03585,1172.145073,0.419987041,0.10172854,4.128507521,3.65E-05,0.000134088,WP_003833467.1,ychF,redox-regulated ATPase YchF
1189,BLLJ_RS06180,524.7749474,0.419233323,0.109769984,3.819198165,0.000133886,0.000440499,WP_007058618.1,WP_007058618.1,GTP pyrophosphokinase family protein
1796,BLLJ_RS09300,161.4002447,0.41577099,0.141335199,2.941737034,0.00326377,0.007711455,NA,NA,IS30 family transposase
52,BLLJ_RS00270,884.8943699,0.411774838,0.107000841,3.848332734,0.000118924,0.000394641,WP_007051717.1,crgA,cell division protein CrgA
722,BLLJ_RS03730,114.3911157,0.408185318,0.132698398,3.076038025,0.002097711,0.005185111,WP_007052119.1,WP_007052119.1,cobalt transporter
464,BLLJ_RS02385,936.9927075,0.407090195,0.082217644,4.951372633,7.37E-07,3.56E-06,WP_016462329.1,dnaG,DNA primase
632,BLLJ_RS03245,7582.256849,0.406814342,0.123542711,3.292904441,0.000991582,0.00264788,WP_003828931.1,WP_003828931.1,NUDIX hydrolase
758,BLLJ_RS03915,120.3490878,0.403681489,0.157473935,2.563481313,0.010362828,0.021883387,WP_012577899.1,ybeY,rRNA maturation RNase YbeY
1807,BLLJ_RS10715,267.7489987,0.403329505,0.128524914,3.138142584,0.001700221,0.004296235,WP_010081245.1,WP_010081245.1,acyltransferase
1027,BLLJ_RS05320,7.730706975,0.4009446,0.414344642,0.967659672,0.333214365,0.420718596,NA,NA,hypothetical protein
1119,BLLJ_RS05810,92.10070371,0.398314466,0.148778593,2.677229683,0.007423373,0.016190342,WP_013582775.1,hisF,imidazole glycerol phosphate synthase subunit HisF
1679,BLLJ_RS08690,1168.218989,0.397669573,0.103217754,3.852724536,0.000116811,0.000388966,WP_012578479.1,glgX,glycogen debranching protein GlgX
1273,BLLJ_RS06595,883.9548206,0.396256689,0.099310662,3.990071981,6.61E-05,0.000230708,WP_007052541.1,mraZ,division/cell wall cluster transcriptional repressor MraZ
559,BLLJ_RS02875,422.1526179,0.394709035,0.130225685,3.030961474,0.002437764,0.005941856,WP_012578164.1,argF,ornithine carbamoyltransferase
242,BLLJ_RS01255,386.3018803,0.394645302,0.101549713,3.886227655,0.000101814,0.000344987,WP_010081037.1,WP_010081037.1,hypothetical protein
1808,BLLJ_RS09360,1318.845218,0.394482937,0.08876005,4.44437489,8.81E-06,3.62E-05,WP_013582983.1,WP_013582983.1,DUF4012 domain-containing protein
1407,BLLJ_RS07295,2487.555155,0.391096753,0.171325835,2.282765781,0.022444169,0.043185985,WP_013141093.1,WP_013141093.1,sugar ABC transporter permease
232,BLLJ_RS01205,288.2121329,0.390964646,0.136930107,2.855213188,0.004300795,0.009847901,WP_003838651.1,WP_003838651.1,DUF2469 domain-containing protein
117,BLLJ_RS00605,179.0607646,0.390358151,0.133447045,2.92519142,0.003442444,0.008113731,WP_008783500.1,WP_008783500.1,LacI family transcriptional regulator
1107,BLLJ_RS05750,19.25308155,0.388721427,0.297952779,1.304641054,0.192015102,0.270222713,WP_007052773.1,WP_007052773.1,DUF4194 domain-containing protein
1412,BLLJ_RS07320,152.3091108,0.388317594,0.123063101,3.155434819,0.001602591,0.00408703,WP_007057402.1,WP_007057402.1,sensor histidine kinase
326,BLLJ_RS01695,617.6821413,0.387223161,0.116254133,3.330833494,0.000865864,0.002367922,WP_007058292.1,rph,ribonuclease PH
1467,BLLJ_RS07605,540.355848,0.386310234,0.083201921,4.643044671,3.43E-06,1.51E-05,WP_014485446.1,WP_014485446.1,HAD family phosphatase
1898,BLLJ_RS09840,59684.37826,0.386110732,0.141972405,2.719618167,0.006535734,0.014500454,WP_018639842.1,ugpC,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
174,BLLJ_RS00895,347.9290267,0.385467849,0.114793952,3.357910782,0.00078534,0.002166144,WP_007056311.1,WP_007056311.1,LysR family transcriptional regulator
1630,BLLJ_RS08450,263.8761656,0.38510548,0.104793113,3.674912125,0.000237931,0.000738698,WP_007055306.1,WP_007055306.1,ribonuclease HI
911,BLLJ_RS04650,11.64561249,0.384266026,0.417906873,0.919501569,0.357833285,0.446250048,WP_014484881.1,WP_014484881.1,hypothetical protein
443,BLLJ_RS02285,1283.973054,0.383806977,0.187602164,2.04585581,0.040770559,0.072115264,WP_013582425.1,WP_013582425.1,extracellular solute-binding protein
387,BLLJ_RS02010,641.853769,0.38318179,0.080074745,4.78530142,1.71E-06,7.87E-06,WP_007053748.1,WP_007053748.1,S9 family peptidase
1090,BLLJ_RS05665,4930.874862,0.38120899,0.132247453,2.882543148,0.003944791,0.009163322,WP_019261078.1,tal,transaldolase
691,BLLJ_RS03570,763.0201197,0.380849618,0.108689289,3.504021623,0.000458288,0.00131681,WP_013582514.1,WP_013582514.1,histidine kinase
1290,BLLJ_RS06685,201.882061,0.378407634,0.131660725,2.874111738,0.004051656,0.009355201,WP_014483583.1,priA,bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA
1089,BLLJ_RS05660,2420.479775,0.377992398,0.086290264,4.380475605,1.18E-05,4.78E-05,WP_013140777.1,tkt,transketolase
1606,BLLJ_RS08330,358.1087437,0.377433185,0.095187747,3.965144648,7.34E-05,0.000253899,WP_012578428.1,WP_012578428.1,alpha/beta hydrolase
1271,BLLJ_RS06585,887.3579121,0.375581495,0.114371281,3.2838794,0.001023887,0.002726595,WP_013140978.1,WP_013140978.1,hypothetical protein
1101,BLLJ_RS05720,766.9126705,0.375251696,0.097491529,3.849069745,0.000118567,0.000394134,WP_012471856.1,WP_012471856.1,shikimate 5-dehydrogenase
1421,BLLJ_RS07365,119.2086836,0.374524479,0.155024253,2.415908938,0.015695986,0.031921795,WP_015439024.1,WP_015439024.1,amino acid ABC transporter permease
1270,BLLJ_RS06580,2041.283034,0.373594782,0.070941555,5.266233374,1.39E-07,7.36E-07,WP_014485523.1,WP_014485523.1,penicillin-binding protein 2
512,BLLJ_RS02635,43460.78717,0.371927488,0.128119654,2.902969804,0.003696423,0.008669955,WP_016637093.1,tuf,elongation factor Tu
1484,BLLJ_RS07680,3087.078376,0.370944398,0.264126045,1.404421885,0.160193258,0.23380212,WP_011068827.1,WP_011068827.1,ribokinase
865,BLLJ_RS04440,73.49548087,0.370599715,0.188582443,1.96518673,0.049392629,0.084273442,WP_015713584.1,WP_015713584.1,phosphoribosyl-ATP diphosphatase
1272,BLLJ_RS06590,974.6113529,0.370460345,0.099535054,3.721908319,0.000197723,0.000623911,WP_008783430.1,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
1100,BLLJ_RS05715,644.9035523,0.369007862,0.109356399,3.374360038,0.000739875,0.002043667,WP_007054295.1,rapZ,RNase adapter RapZ
236,BLLJ_RS01225,557.1016392,0.367340989,0.101328403,3.625251926,0.00028868,0.000872955,WP_015438349.1,WP_015438349.1,chorismate mutase
1909,BLLJ_RS09900,223.0288557,0.364780797,0.129423339,2.81850863,0.004824731,0.010930766,WP_007056561.1,WP_007056561.1,serine/threonine protein kinase
888,BLLJ_RS04550,236.5123813,0.364674125,0.109314261,3.336016023,0.000849883,0.00232752,WP_013582596.1,WP_013582596.1,hypothetical protein
945,BLLJ_RS04810,0.524408821,0.364408074,1.689160101,0.215733295,0.829195647,0.867438528,NA,NA,hypothetical protein
154,BLLJ_RS00780,561.1218115,0.364265205,0.093995013,3.875367339,0.000106464,0.000358851,WP_013140080.1,WP_013140080.1,phosphatase PAP2 family protein
831,BLLJ_RS04260,1621.01122,0.363720426,0.106631374,3.411007579,0.000647233,0.001811125,WP_007056259.1,WP_007056259.1,pyridoxal phosphate-dependent aminotransferase
1293,BLLJ_RS06700,122.4211551,0.362752182,0.15378695,2.358796903,0.018334287,0.036404228,WP_007057821.1,hisB,imidazoleglycerol-phosphate dehydratase HisB
1266,BLLJ_RS06560,827.555828,0.358217448,0.120304465,2.977590637,0.002905237,0.006949501,WP_011067983.1,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
1695,BLLJ_RS10635,51.80570568,0.357888078,0.188192168,1.901716108,0.057208279,0.096245691,NA,NA,PLP-dependent transferase
1414,BLLJ_RS07330,262.9515258,0.357866204,0.115683936,3.09348226,0.001978224,0.00492131,WP_016462437.1,WP_016462437.1,replication-associated recombination protein A
213,BLLJ_RS01105,275.6947786,0.357578424,0.097998512,3.648814844,0.000263453,0.000807531,WP_003828108.1,WP_003828108.1,YggS family pyridoxal phosphate-dependent enzyme
127,BLLJ_RS00655,209.3765403,0.355922418,0.119156927,2.98700567,0.002817245,0.006747389,WP_007054674.1,WP_007054674.1,acyl-CoA reductase
836,BLLJ_RS11125,11.18990116,0.355214558,0.347059412,1.023497838,0.306072522,0.39209822,NA,NA,hypothetical protein
1610,BLLJ_RS08350,161.7605437,0.352387219,0.147341921,2.391629057,0.016773786,0.033726714,WP_007053833.1,WP_007053833.1,response regulator transcription factor
1257,BLLJ_RS06515,273.4103712,0.352088992,0.177232301,1.986596068,0.046967177,0.080778517,WP_007054419.1,WP_007054419.1,VOC family protein
415,BLLJ_RS02150,319.0978922,0.349493954,0.121972356,2.865353797,0.004165436,0.009583485,WP_003828460.1,dapB,4-hydroxy-tetrahydrodipicolinate reductase
1768,BLLJ_RS09170,422.7943318,0.348657766,0.162588471,2.144418749,0.031999349,0.058695412,WP_004119581.1,upp,uracil phosphoribosyltransferase
1109,BLLJ_RS05760,50.91172499,0.3483436,0.168958797,2.061707396,0.039235602,0.069913346,WP_007052771.1,WP_007052771.1,MptD family putative ECF transporter S component
529,BLLJ_RS02715,428.3758194,0.347143843,0.109626873,3.166594398,0.001542353,0.003959595,WP_013582451.1,WP_013582451.1,sugar O-acetyltransferase
1357,BLLJ_RS07045,16.53821016,0.34430043,0.295185528,1.16638655,0.243458194,0.32483557,WP_015511950.1,WP_015511950.1,NIL domain-containing protein
1475,BLLJ_RS10560,193.6218606,0.3423649,0.128041675,2.673855208,0.007498482,0.016317238,NA,NA,restriction endonuclease subunit S
481,BLLJ_RS02475,177.1993466,0.34119677,0.105833839,3.223891095,0.001264615,0.003299293,WP_012578253.1,WP_012578253.1,transcriptional repressor
1848,BLLJ_RS09570,25120.71561,0.341122493,0.123087388,2.771384612,0.005581845,0.012455784,WP_012472092.1,WP_012472092.1,Ig-like domain-containing protein
887,BLLJ_RS04545,586.9004506,0.34038897,0.078316719,4.346312937,1.38E-05,5.50E-05,WP_012577696.1,WP_012577696.1,HipA domain-containing protein
608,BLLJ_RS03120,510.9817653,0.338512589,0.129849947,2.606952072,0.009135215,0.019504644,WP_003826822.1,WP_003826822.1,WhiB family transcriptional regulator
164,BLLJ_RS00830,352.1146619,0.336929908,0.120373948,2.79902682,0.005125688,0.011571811,WP_003828062.1,WP_003828062.1,histidine phosphatase family protein
1449,BLLJ_RS07510,166.9380076,0.335343985,0.137710503,2.435137324,0.014886139,0.030564937,WP_013410789.1,WP_013410789.1,VWA domain-containing protein
753,BLLJ_RS03885,15751.86783,0.334562278,0.123362146,2.712033537,0.006687183,0.014802397,WP_008782972.1,glgC,glucose-1-phosphate adenylyltransferase
1037,BLLJ_RS05370,461.8965611,0.334283944,0.092850482,3.600239194,0.000317925,0.000954764,NA,NA,hypothetical protein
41,BLLJ_RS00215,2658.190206,0.334056943,0.086288921,3.871376977,0.000108222,0.000364141,WP_014483240.1,WP_014483240.1,phosphoenolpyruvate carboxylase
773,BLLJ_RS03990,221.5012263,0.333319208,0.121483744,2.743735053,0.006074454,0.013523727,WP_007057292.1,WP_007057292.1,LacI family transcriptional regulator
128,BLLJ_RS00660,150.3925467,0.330905692,0.107007201,3.092368439,0.001985662,0.00493345,WP_019727692.1,WP_019727692.1,SDR family oxidoreductase
638,BLLJ_RS10885,50.38716207,0.330385762,0.183058775,1.804807018,0.071104886,0.116178152,WP_003828945.1,WP_003828945.1,XRE family transcriptional regulator
1066,BLLJ_RS05520,2823.105944,0.330253808,0.090421991,3.652361602,0.00025984,0.000798997,WP_007054276.1,WP_007054276.1,WYL domain-containing protein
1765,BLLJ_RS09155,1011.144573,0.32812348,0.097003143,3.382606696,0.000718014,0.001988981,WP_015512067.1,WP_015512067.1,NUDIX hydrolase
1317,BLLJ_RS06845,6009.609792,0.328039874,0.061851098,5.303703333,1.13E-07,6.09E-07,WP_007053322.1,WP_007053322.1,DivIVA domain-containing protein
1185,BLLJ_RS06160,583.0294387,0.325430161,0.072781949,4.471303181,7.77E-06,3.22E-05,WP_007056211.1,WP_007056211.1,DNA translocase FtsK
193,BLLJ_RS01000,348.8876301,0.323011869,0.087693004,3.683439448,0.000230108,0.000717877,WP_013140135.1,WP_013140135.1,C69 family dipeptidase
1784,BLLJ_RS09240,360.4189639,0.322815656,0.163851821,1.970168256,0.04881909,0.083442559,NA,NA,glycosyltransferase
666,BLLJ_RS03435,927.6215348,0.3227844,0.141997386,2.273171431,0.023015851,0.04419777,WP_003833432.1,WP_003833432.1,NAD+ synthase
1515,BLLJ_RS07840,2533.920886,0.322751962,0.076994662,4.191874491,2.77E-05,0.000103976,WP_007053899.1,WP_007053899.1,Gfo/Idh/MocA family oxidoreductase
214,BLLJ_RS01110,1930.581514,0.321058749,0.074301105,4.321049474,1.55E-05,6.09E-05,WP_013140146.1,WP_013140146.1,ribose-phosphate diphosphokinase
284,BLLJ_RS01485,201.9426295,0.32065831,0.109652465,2.92431464,0.003452156,0.008126687,WP_008782848.1,WP_008782848.1,U32 family peptidase
1913,BLLJ_RS09925,474.8553973,0.320634464,0.103371271,3.101775395,0.001923639,0.004810344,WP_007051793.1,WP_007051793.1,4-diphosphocytidyl-2C-methyl-D-erythritol kinase
1437,BLLJ_RS07450,1062.964578,0.320576405,0.082883383,3.867800699,0.000109821,0.000368877,WP_014483539.1,WP_014483539.1,cold-shock protein
851,BLLJ_RS04370,225.8353209,0.319764911,0.124187317,2.574859641,0.010028077,0.0212463,WP_003829402.1,WP_003829402.1,GNAT family N-acetyltransferase
1415,BLLJ_RS07335,640.1355335,0.317830985,0.092865178,3.422499072,0.000620483,0.001738796,WP_014485471.1,WP_014485471.1,DEAD/DEAH box helicase
1819,BLLJ_RS09415,183.1438213,0.317383764,0.119070057,2.665521211,0.007686908,0.016689594,WP_012472104.1,WP_012472104.1,LacI family transcriptional regulator
629,BLLJ_RS03230,343.9093074,0.315802474,0.11741239,2.689686103,0.007151926,0.015704912,WP_011068239.1,uvrB,excinuclease ABC subunit UvrB
738,BLLJ_RS03810,98.88390212,0.315644397,0.212976936,1.482059055,0.138324582,0.206576138,WP_007053384.1,ruvX,Holliday junction resolvase RuvX
641,BLLJ_RS03300,3459.209419,0.315606216,0.108871848,2.898878104,0.003745005,0.008751962,WP_007052028.1,WP_007052028.1,acetate kinase
449,BLLJ_RS02315,56.0847523,0.314669508,0.170848252,1.841807005,0.065503385,0.108218103,WP_007056422.1,WP_007056422.1,ABC transporter permease
286,BLLJ_RS01495,752.5194153,0.314464618,0.145838675,2.15624983,0.031064162,0.057422536,WP_012576784.1,WP_012576784.1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
635,BLLJ_RS03265,778.1538271,0.314378087,0.087003742,3.613385819,0.000302224,0.000911876,WP_007052015.1,WP_007052015.1,Nif3-like dinuclear metal center hexameric protein
1268,BLLJ_RS06570,850.6838273,0.31106433,0.082843014,3.754864954,0.000173435,0.000552699,WP_007054398.1,WP_007054398.1,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
1726,BLLJ_RS08940,265.2888385,0.310943515,0.11583646,2.684331999,0.00726749,0.01592241,WP_016462630.1,WP_016462630.1,acyl-CoA carboxylase subunit beta
324,BLLJ_RS01685,190.0523664,0.308161114,0.139896332,2.202781951,0.027610121,0.052108583,WP_013582373.1,WP_013582373.1,Pr6Pr family membrane protein
1416,BLLJ_RS07340,737.2493495,0.308082274,0.117490722,2.622183855,0.008736828,0.018757912,WP_010081559.1,WP_010081559.1,polyphosphate kinase
1546,BLLJ_RS08005,157.3132959,0.307556792,0.120487406,2.552605309,0.010692058,0.022529277,WP_015713824.1,WP_015713824.1,hypothetical protein
1448,BLLJ_RS07505,88.8466507,0.307395665,0.140866299,2.182180317,0.029096227,0.054463618,WP_013410793.1,WP_013410793.1,hypothetical protein
257,BLLJ_RS01330,264.0913837,0.307253951,0.117539794,2.614041942,0.008947805,0.019168187,WP_013140167.1,nucS,endonuclease NucS
698,BLLJ_RS03610,316.2805578,0.30613821,0.087972213,3.479942112,0.000501522,0.001434621,WP_011068197.1,WP_011068197.1,serine/threonine protein kinase
167,BLLJ_RS00845,978.01261,0.304664665,0.125403338,2.429478124,0.015120577,0.030963801,WP_007055560.1,WP_007055560.1,DUF805 domain-containing protein
1653,BLLJ_RS08560,1182.995881,0.304617839,0.140121196,2.173959743,0.029708159,0.05544756,WP_007053046.1,WP_007053046.1,adenylate kinase
859,BLLJ_RS04410,310.0939867,0.303756147,0.112786623,2.693193033,0.007077128,0.015558384,WP_012577712.1,WP_012577712.1,deoxyribonuclease IV
927,BLLJ_RS11415,4.016217824,0.303125681,0.63923641,0.474199648,0.635357544,0.702099225,NA,NA,hypothetical protein
1267,BLLJ_RS06565,724.7813406,0.302368614,0.105105438,2.876812286,0.004017145,0.009297785,WP_019727438.1,mraY,phospho-N-acetylmuramoyl-pentapeptide-transferase
619,BLLJ_RS03180,3278.539879,0.301970349,0.105846467,2.852909106,0.004332101,0.009907818,WP_012578060.1,WP_012578060.1,response regulator transcription factor
1292,BLLJ_RS06695,185.4435584,0.3000876,0.111003507,2.703406478,0.006863276,0.015140041,WP_013582829.1,WP_013582829.1,hypothetical protein
1193,BLLJ_RS06200,73.29419824,0.300011533,0.160706143,1.866833013,0.061924911,0.103279609,WP_007054471.1,WP_007054471.1,histidine kinase
64,BLLJ_RS00330,268.6377479,0.299890608,0.136296554,2.2002802,0.027787021,0.052356681,WP_014483263.1,WP_014483263.1,alpha/beta hydrolase
491,BLLJ_RS02525,1145.50397,0.299293467,0.079545147,3.762561015,0.000168182,0.000539526,WP_007053658.1,WP_007053658.1,ABC transporter substrate-binding protein
500,BLLJ_RS02570,35.05096802,0.297274542,0.231812808,1.282390496,0.199705696,0.278001865,WP_007053652.1,WP_007053652.1,DUF6320 domain-containing protein
1615,BLLJ_RS08375,3803.672296,0.295592405,0.150989151,1.957706256,0.050264491,0.085609486,WP_007053829.1,WP_007053829.1,carbohydrate ABC transporter permease
1372,BLLJ_RS07120,578.8562358,0.295434323,0.100120296,2.950793545,0.003169587,0.007535097,WP_015438599.1,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
1714,BLLJ_RS08880,52.3065365,0.294194396,0.198443525,1.482509423,0.138204798,0.206557249,WP_076611366.1,WP_076611366.1,IS30 family transposase
611,BLLJ_RS03140,102.3038156,0.293610383,0.149709224,1.961204363,0.049855188,0.084987447,WP_007051901.1,WP_007051901.1,WhiB family transcriptional regulator
170,BLLJ_RS00875,13736.67027,0.293488318,0.178536973,1.643851765,0.100206826,0.156817175,WP_007057744.1,WP_007057744.1,endo-alpha-N-acetylgalactosaminidase family protein
1508,BLLJ_RS07800,507.2555055,0.293280177,0.094885855,3.090873529,0.001995686,0.004951973,WP_007052478.1,WP_007052478.1,AMP-dependent synthetase/ligase
1115,BLLJ_RS05790,157.9065653,0.293222653,0.121261491,2.418101993,0.015601703,0.031763552,WP_013140803.1,WP_013140803.1,ATP-binding cassette domain-containing protein
321,BLLJ_RS01670,507.3362237,0.292948384,0.097135334,3.015878693,0.002562357,0.00621412,WP_007057851.1,WP_007057851.1,DUF3039 domain-containing protein
365,BLLJ_RS01910,747.2365345,0.291990983,0.120977376,2.413599891,0.015795797,0.032023446,WP_008783647.1,WP_008783647.1,capsular polysaccharide synthesis protein
4,BLLJ_RS00020,44.30750157,0.291856486,0.192537541,1.515841974,0.129559316,0.195301298,WP_012576465.1,WP_012576465.1,DUF721 domain-containing protein
1458,BLLJ_RS07560,14352.52437,0.288651498,0.087002152,3.317751236,0.000907453,0.002446949,WP_006294861.1,WP_006294861.1,HU family DNA-binding protein
1870,BLLJ_RS09705,271.9505922,0.287842213,0.120831706,2.382174546,0.017210738,0.034457219,WP_007057508.1,WP_007057508.1,sugar ABC transporter permease
1375,BLLJ_RS07135,62.46295211,0.287634931,0.17442888,1.649009788,0.099145629,0.155408759,WP_007056240.1,WP_007056240.1,ABC transporter ATP-binding protein
142,BLLJ_RS00730,422.7296286,0.287335799,0.092278519,3.113788592,0.001847018,0.004624741,WP_007055552.1,WP_007055552.1,class C sortase
1105,BLLJ_RS05740,109.8683635,0.287143073,0.146045966,1.966114378,0.0492854,0.08416497,WP_013582772.1,WP_013582772.1,DUF2220 family protein
1144,BLLJ_RS05950,268.9751958,0.286755328,0.118356727,2.422805489,0.015401171,0.031421647,WP_003807032.1,WP_003807032.1,magnesium transporter CorA family protein
1289,BLLJ_RS06680,285.0330357,0.285727036,0.090714736,3.149731225,0.001634207,0.004145726,WP_007052523.1,WP_007052523.1,DUF2252 domain-containing protein
761,BLLJ_RS03930,1436.643892,0.285435177,0.102891115,2.774147975,0.00553465,0.012378525,WP_013410941.1,WP_013410941.1,long-chain fatty acid--CoA ligase
47,BLLJ_RS00245,1909.537167,0.283975382,0.102019811,2.783531739,0.00537706,0.012082718,WP_007054547.1,WP_007054547.1,DUF3073 domain-containing protein
864,BLLJ_RS04435,326.4750076,0.279137155,0.163674959,1.705435928,0.088113152,0.139705722,WP_015438819.1,rpe,ribulose-phosphate 3-epimerase
1911,BLLJ_RS09915,2734.852393,0.278802733,0.10513662,2.651813742,0.008006069,0.01732402,WP_014486007.1,WP_014486007.1,G5 domain-containing protein
1785,BLLJ_RS09245,572.872198,0.276543195,0.130473581,2.119534034,0.034045361,0.061749252,NA,NA,glycosyltransferase family 4 protein
1757,BLLJ_RS09115,957.2568764,0.276156766,0.084996717,3.249028606,0.001157998,0.003054201,WP_012578549.1,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
293,BLLJ_RS01530,276.4624508,0.275499921,0.107341731,2.566568634,0.01027103,0.021713317,WP_008782851.1,WP_008782851.1,two-component sensor histidine kinase
1352,BLLJ_RS07020,214.1321762,0.275102675,0.118391698,2.323665256,0.020143442,0.039387988,WP_013141046.1,dapF,diaminopimelate epimerase
258,BLLJ_RS01335,493.3238743,0.274966807,0.099068596,2.775519376,0.005511362,0.012341353,WP_012576746.1,WP_012576746.1,FKBP-type peptidyl-prolyl cis-trans isomerase
854,BLLJ_RS04385,94.81559669,0.274296697,0.135295226,2.027393757,0.04262216,0.074705022,WP_007055761.1,WP_007055761.1,ASCH domain-containing protein
62,BLLJ_RS00320,1900.205542,0.272043935,0.059231711,4.592876503,4.37E-06,1.89E-05,WP_007054536.1,WP_007054536.1,FHA domain-containing protein
385,BLLJ_RS02000,346.3012959,0.271673354,0.120273885,2.258789201,0.023896501,0.045752188,WP_007051338.1,gcvH,glycine cleavage system protein GcvH
165,BLLJ_RS00835,438.2678719,0.271644218,0.102222724,2.657376046,0.007875154,0.017059885,WP_007051595.1,WP_007051595.1,hypothetical protein
1822,BLLJ_RS09430,196.0448508,0.271176045,0.0976327,2.777512503,0.005477673,0.012280179,WP_010081340.1,WP_010081340.1,aminopeptidase
1595,BLLJ_RS08270,1101.73432,0.269125416,0.129446127,2.079053445,0.037612438,0.067332202,WP_007055363.1,WP_007055363.1,CHAP domain-containing protein
262,BLLJ_RS01355,419.369287,0.267572963,0.092264791,2.900054947,0.003730973,0.008729751,WP_013410383.1,WP_013410383.1,CYTH domain-containing protein
198,BLLJ_RS01025,251.8591836,0.26650545,0.104805035,2.542868764,0.010994652,0.023091164,WP_018850023.1,WP_018850023.1,P-II family nitrogen regulator
250,BLLJ_RS01295,532.9780056,0.264591602,0.109561827,2.41499808,0.015735293,0.031968013,WP_003831420.1,atpE,ATP synthase F0 subunit C
1485,BLLJ_RS07685,33906.53665,0.264492116,0.258794877,1.022014497,0.306774039,0.392715114,WP_007052501.1,dcuC,C4-dicarboxylate transporter DcuC
463,BLLJ_RS02380,160.1549767,0.264480827,0.121338779,2.179689202,0.029280507,0.054755401,WP_007057531.1,WP_007057531.1,deoxyguanosinetriphosphate triphosphohydrolase
404,BLLJ_RS02095,465.5776384,0.26336071,0.206821981,1.273369052,0.202887114,0.281131082,WP_015512360.1,WP_015512360.1,FHA domain-containing protein
1612,BLLJ_RS08360,1207.800388,0.261101962,0.14195023,1.839390903,0.065857711,0.108710331,WP_014485345.1,WP_014485345.1,UDP-glucose--hexose-1-phosphate uridylyltransferase
893,BLLJ_RS04575,130.7751468,0.260407662,0.129338115,2.013386865,0.044073946,0.076622695,WP_007052009.1,WP_007052009.1,GNAT family N-acetyltransferase
1232,BLLJ_RS06390,115.5884127,0.259885524,0.131061652,1.98292575,0.047375724,0.081408552,WP_007055258.1,WP_007055258.1,thiamine diphosphokinase
1371,BLLJ_RS07115,1304.592481,0.259787547,0.08308096,3.126920397,0.001766477,0.004434595,WP_007056239.1,carB,carbamoyl-phosphate synthase large subunit
1580,BLLJ_RS08180,367.3460502,0.259434926,0.08796204,2.949396413,0.003183953,0.007559928,WP_011068782.1,WP_011068782.1,glycosyltransferase family 2 protein
413,BLLJ_RS02140,1674.309979,0.259002269,0.112257729,2.307211019,0.021043059,0.040815913,WP_007057801.1,WP_007057801.1,UvrD-helicase domain-containing protein
1143,BLLJ_RS05945,56.98886354,0.258721822,0.208735383,1.23947276,0.21517047,0.293594244,WP_010080747.1,WP_010080747.1,glutamate ABC transporter substrate-binding protein
1284,BLLJ_RS06655,142.5954994,0.258562066,0.123287738,2.097224504,0.035973706,0.064698979,WP_007052530.1,WP_007052530.1,methyltransferase
265,BLLJ_RS01375,434.0225997,0.257457167,0.12794564,2.012238692,0.044194782,0.076763549,WP_013140172.1,WP_013140172.1,NAD(P)-dependent glycerol-3-phosphate dehydrogenase
1163,BLLJ_RS06045,284.9384569,0.257005562,0.138183487,1.859886212,0.062901626,0.104727406,WP_007054494.1,WP_007054494.1,response regulator transcription factor
355,BLLJ_RS01860,156.8120078,0.255150717,0.12265276,2.080268856,0.03750088,0.067194885,WP_012576858.1,WP_012576858.1,HNH endonuclease family protein
194,BLLJ_RS01005,176.9668458,0.254338589,0.145831869,1.744053547,0.081149753,0.130055465,WP_008783249.1,WP_008783249.1,glycosyltransferase family 2 protein
328,BLLJ_RS01710,752.9246484,0.253721127,0.114932435,2.207567673,0.027274425,0.051554011,WP_013140256.1,WP_013140256.1,aminoacyltransferase
1614,BLLJ_RS08370,3874.926986,0.253290157,0.114407254,2.213934408,0.026833291,0.050769957,WP_013141275.1,gnpA,"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase"
1269,BLLJ_RS06575,1110.263305,0.252591948,0.081620271,3.094720784,0.001969983,0.004912203,WP_013140976.1,WP_013140976.1,hypothetical protein
140,BLLJ_RS00720,708.6738334,0.250951734,0.108986586,2.30259285,0.021301762,0.041234736,WP_011068519.1,WP_011068519.1,DNA polymerase III subunit gamma and tau
306,BLLJ_RS01595,280.2099575,0.249948994,0.095579076,2.615101584,0.008920092,0.019130075,WP_007051425.1,WP_007051425.1,endonuclease/exonuclease/phosphatase family protein
426,BLLJ_RS02205,165.4499825,0.247037888,0.175472486,1.40784401,0.159177265,0.233201951,WP_007056392.1,ftsE,cell division ATP-binding protein FtsE
1252,BLLJ_RS06490,90.44013877,0.246773422,0.196902433,1.253277669,0.210104672,0.287700148,WP_003817044.1,nagB,glucosamine-6-phosphate deaminase
